Location,Joined Group on,Last visited group on,Last Attended,Total RSVPs,RSVPed Yes,RSVPed Maybe,RSVPed No,Meetups attended,No shows,Intro,Photo,Assistant Organizer,Mailing List,URL of Member Profile,What do you use R for?,What's your favourite CRAN package?,What's your experience in R?
Singapore,03/12/2014,03/12/2014,,0,0,0,0,0,0,Yes,No,No,Yes,http://www.meetup.com/R-User-Group-SG/members/137015802/ ,work,-,mainly use it for data manipulation and statistical analysis
Singapore,04/02/2014,05/13/2014,,1,1,0,0,0,0,Yes,No,No,Yes,http://www.meetup.com/R-User-Group-SG/members/66305002/ ,first steps so far only,swirl,Took several Coursera courses
Singapore,09/25/2013,09/25/2013,,0,0,0,0,0,0,Yes,No,No,Yes,http://www.meetup.com/R-User-Group-SG/members/112893212/ ,To use in algorithms learnt at Statistics course,No idea :),Newbie!
Singapore,09/03/2012,09/05/2012,09/10/2012,1,1,0,0,1,0,Yes,No,No,Yes,http://www.meetup.com/R-User-Group-SG/members/60203062/ ,"to see key statistics, or more complicated analysis.","sorry, i'm begineer of R, so I cannot answer to this question. I'll study about it.",I use R for about 1 year in business context.
Singapore,07/31/2010,10/01/2013,06/23/2011,5,1,3,1,1,0,Yes,No,No,Yes,http://www.meetup.com/R-User-Group-SG/members/12644279/ ,I taught it to a psychologist friend to display patient test data,N/A,very basic plotting.
Singapore,03/23/2012,12/12/2012,12/12/2012,2,2,0,0,2,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/42427612/ ,Analysis of biological data,N/A,Very little at the moment but hopefully more.
Singapore,10/20/2013,05/13/2014,03/12/2014,6,6,0,0,6,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/116436192/ ,I have not used R before.,Don't know,I have no experience in R. But I have experience in using Weka and Rapidminer.
Singapore,10/09/2012,11/02/2012,11/02/2012,1,1,0,0,1,0,Yes,No,No,Yes,http://www.meetup.com/R-User-Group-SG/members/65447002/ ,Learning the new technology,Revolution,Minimal
Singapore,09/09/2011,02/17/2014,08/14/2013,6,4,0,2,4,0,Yes,Yes,No,Digest,http://www.meetup.com/R-User-Group-SG/members/24844892/ ,i dont know yet,none,zero
Singapore,02/17/2014,03/20/2014,03/12/2014,1,1,0,0,1,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/53967812/ ,Analytics for IoT applications,NIL,Beginner
Singapore,11/11/2013,11/11/2013,,0,0,0,0,0,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/14435222/ ,none,?,none
Singapore,11/27/2012,05/11/2014,04/23/2014,13,11,0,2,10,0,Yes,No,No,Digest,http://www.meetup.com/R-User-Group-SG/members/70943412/ ,Simulations for PhD project,NA,"Some experience in writing R code, but mostly used available code."
Singapore,05/16/2013,03/31/2014,,1,0,0,1,0,0,Yes,No,No,No,http://www.meetup.com/R-User-Group-SG/members/14005980/ ,Answering interesting questions,sqldf,1 year
Singapore,01/16/2012,05/13/2014,04/23/2014,18,10,0,8,7,1,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/27466562/ ,My doctorate work,Magic,very experienced
Singapore,02/20/2014,03/23/2014,,0,0,0,0,0,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/87223252/ ,...,...,...
Singapore,03/11/2014,03/12/2014,,1,0,0,1,0,0,Yes,No,No,Yes,http://www.meetup.com/R-User-Group-SG/members/136746922/ ,new to r,na,none yet
Ha Noi,10/20/2010,11/06/2010,,0,0,0,0,0,0,Yes,No,No,Yes,http://www.meetup.com/R-User-Group-SG/members/13164424/ ,N/A,N/a,None
Singapore,08/03/2013,08/03/2013,,0,0,0,0,0,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/9136368/ ,"heard of R, not sure what it is for",n/a,n/a but I am interested to find out more
Singapore,12/09/2012,05/13/2014,02/12/2014,3,1,0,2,1,0,Yes,Yes,No,No,http://www.meetup.com/R-User-Group-SG/members/58710942/ ,Kaggle and exploration of data science theories,GBM,"Moderate, used R to reach top 1% Kaggle ranking"
Singapore,03/11/2014,03/13/2014,,1,0,0,1,0,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/68157852/ ,Bioinformatics,Bioconductor (http://www.bioconductor.org/),Using R for statistical analysis and create graph.
Singapore,11/27/2010,11/01/2012,,0,0,0,0,0,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/4676210/ ,never used it before,NA,0
Singapore,02/25/2014,05/13/2014,03/12/2014,1,1,0,0,1,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/111092042/ ,Learning and code development,abd,Still learning
Singapore,01/13/2012,03/11/2014,08/14/2013,3,2,0,1,2,0,Yes,No,No,Digest,http://www.meetup.com/R-User-Group-SG/members/35077542/ ,Automated Quant-driven investment tools,"fPortfolio, fBacktest, quantmod","Self taught, learning by doing. Developed automated download and Postgres storage of historic stock data and fundamentals for 20000+ shares from yahoo. Currently implementing trading algos. Next steps are money-, risk- and transaction cost management"
Singapore,02/28/2013,06/02/2013,06/05/2013,1,1,0,0,1,0,Yes,No,No,Yes,http://www.meetup.com/R-User-Group-SG/members/82675292/ ,Work,?,0
Singapore,10/21/2011,06/03/2013,,0,0,0,0,0,0,Yes,Yes,No,Digest,http://www.meetup.com/R-User-Group-SG/members/12454317/ ,Don't use it yet. Am trying to figure out how it works,NA,Nil
Singapore,07/13/2013,05/13/2014,12/18/2013,5,5,0,0,2,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/102024672/ ,"Biomarker and -omics data analysis, data visualization, statistical modeling",Gotta be shiny,Used R in undergraduate research
Singapore,04/20/2011,08/15/2012,04/20/2012,5,4,0,1,4,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/13645550/ ,Data/Stats visualization.,No favourite.,Noob.
"Boston, MA",12/18/2012,12/18/2012,,0,0,0,0,0,0,Yes,No,No,Yes,http://www.meetup.com/R-User-Group-SG/members/49057422/ ,Learning Big Data.,Not familiar with it.,Took one 3-hour hand-on training.
Singapore,08/06/2013,08/06/2013,,0,0,0,0,0,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/105511862/ ,Mostly retail analytics,"Forecast, ggplot2",Self trained
Singapore,09/25/2013,09/25/2013,,0,0,0,0,0,0,Yes,No,No,Yes,http://www.meetup.com/R-User-Group-SG/members/112902042/ ,Study and work,MASS; GGPLOT,Beginner
Singapore,05/08/2014,05/11/2014,,0,0,0,0,0,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/14287494/ ,Still trying to learn,parallel,Still trying to learn
Singapore,07/25/2012,12/13/2013,09/10/2012,1,1,0,0,1,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/11398222/ ,"Still learning..., want to use for Mathematical Finance...",Still learning...,Still learning...
Singapore,12/27/2012,06/05/2013,,2,1,0,1,0,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/4683558/ ,"Nothing, yet.",What's a CRAN?,Frustration.
Singapore,03/29/2014,05/09/2014,,1,1,0,0,0,0,Yes,No,No,Yes,http://www.meetup.com/R-User-Group-SG/members/139564672/ ,.,.,.
Singapore,09/17/2013,05/10/2014,,3,2,0,1,0,0,Yes,No,No,Yes,http://www.meetup.com/R-User-Group-SG/members/110819352/ ,Hoping to use it for future Projects!,-,none
Singapore,08/04/2013,10/10/2013,,1,0,0,1,0,0,Yes,No,No,Yes,http://www.meetup.com/R-User-Group-SG/members/105229662/ ,I would like to learn r for analyzing huge data sets.,Am a beginner in R,Am a beginner in R
Singapore,01/05/2014,02/16/2014,04/23/2014,2,2,0,0,2,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/126655392/ ,Would like to know about R and its benefits.,sorry no idea,No experience on R but interested to learn R .
Singapore,07/15/2012,07/15/2012,,0,0,0,0,0,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/13817826/ ,"For anything which involves reasoning with numbers, in particular for financial analysis.",data.table,Good enough. I wrote a few R packages and I am familiar with R internals.
Singapore,11/23/2012,03/13/2014,,0,0,0,0,0,0,Yes,Yes,No,No,http://www.meetup.com/R-User-Group-SG/members/3432513/ ,Currently nothing,-,Newbie
Singapore,02/17/2014,02/17/2014,04/23/2014,1,1,0,0,1,0,Yes,No,No,Yes,http://www.meetup.com/R-User-Group-SG/members/24561722/ ,data analyst,ddply,intermediate
Singapore,10/01/2013,10/19/2013,,0,0,0,0,0,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/112592802/ ,N/A,N/A,No
Singapore,05/12/2014,05/12/2014,,0,0,0,0,0,0,Yes,No,No,Yes,http://www.meetup.com/R-User-Group-SG/members/2367648/ ,Data analytics (hopefully) and satiating personal curiosity (probably).,"Can't name no favourites, not at this point.",None!
Singapore,12/08/2012,12/10/2012,12/12/2012,1,1,0,0,1,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/8948587/ ,Havent used it before.,dont know,NIL
Singapore,06/28/2012,07/02/2012,,0,0,0,0,0,0,Yes,Yes,No,Digest,http://www.meetup.com/R-User-Group-SG/members/52881632/ ,Exploring R,ggplot2,Attended 1-day training by Julian
Singapore,02/10/2011,06/11/2011,03/25/2011,2,1,0,1,1,0,Yes,No,No,Yes,http://www.meetup.com/R-User-Group-SG/members/13992603/ ,Backtest/ factor analysis,Rbloomberg (only one i know),2 weeks
Singapore,03/17/2013,11/22/2013,12/03/2013,6,6,0,0,6,0,Yes,No,No,Digest,http://www.meetup.com/R-User-Group-SG/members/7011516/ ,NA,NA,NA
Singapore,05/02/2012,05/02/2012,,0,0,0,0,0,0,Yes,No,No,Yes,http://www.meetup.com/R-User-Group-SG/members/2015480/ ,"bioinformatics, data analysis",many to list.,awesome.
Singapore,10/31/2011,05/02/2014,04/23/2014,16,16,0,0,16,0,Yes,No,No,Yes,http://www.meetup.com/R-User-Group-SG/members/29499502/ ,Work - statistical analyses.,MASS,Been using it since 2003. Love it!
Singapore,03/07/2014,03/12/2014,03/12/2014,1,1,0,0,1,0,Yes,No,No,Yes,http://www.meetup.com/R-User-Group-SG/members/95085392/ ,no using,none,none
Sydney,09/11/2012,10/24/2012,01/23/2013,2,2,0,0,2,0,Yes,Yes,No,Digest,http://www.meetup.com/R-User-Group-SG/members/3095047/ ,I'm a beginner user - I don't use it for anything practical yet.,N/A,Basic
Singapore,09/03/2012,03/06/2013,01/16/2013,3,3,0,0,3,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/55108302/ ,,,
Singapore,01/15/2014,01/15/2014,,0,0,0,0,0,0,Yes,No,No,Yes,http://www.meetup.com/R-User-Group-SG/members/124898452/ ,Data analysis,Data analysis,Beginner
Singapore,08/03/2013,11/30/2013,08/14/2013,1,1,0,0,1,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/72620012/ ,"Right now, nothing..","Err..no strong views, but I guess whatever package contains rlm","I used R quite a bit some years ago to build financial models, but not sure where I'd slot myself relative to others"
Singapore,04/13/2014,04/13/2014,,0,0,0,0,0,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/141857712/ ,"regression models, analyze data in projects","riskRegression, quantreg","just some months, almost do regression"
Singapore,04/22/2013,11/26/2013,05/17/2013,2,1,0,1,1,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/52785442/ ,Data analysis and financial modeling,I'm still a beginner..,Value atRisk
Singapore,08/05/2013,01/14/2014,08/14/2013,1,1,0,0,1,0,Yes,No,No,Yes,http://www.meetup.com/R-User-Group-SG/members/104956242/ ,data analysis,NA,Basic knowledge
Singapore,04/05/2013,06/03/2013,,2,0,0,2,0,0,Yes,No,No,Digest,http://www.meetup.com/R-User-Group-SG/members/87833752/ ,University statistics assignments,Regression,Intermmediate
Taipei,08/15/2013,01/22/2014,12/18/2013,1,1,0,0,1,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/14562101/ ,"Analyze datasets, large and small",ggplot2,"Beginner, though I've tried to dabble in it for the last year or so."
Singapore,10/11/2013,10/11/2013,,0,0,0,0,0,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/3922236/ ,Hi,Hi,Hi
Singapore,12/10/2012,01/13/2013,01/16/2013,2,2,0,0,2,0,Yes,Yes,No,Digest,http://www.meetup.com/R-User-Group-SG/members/61154792/ ,Playing around,Not sure yet,Absolute beginner.
Singapore,04/09/2012,08/16/2013,,0,0,0,0,0,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/44037212/ ,"Data analysis Biology, Genome",multicore ggplot2,1 year
Singapore,03/13/2013,07/21/2013,08/14/2013,2,2,0,0,2,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/78930182/ ,don't know,i really know know...,"please, i don't know."
Singapore,11/20/2013,11/20/2013,,0,0,0,0,0,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/120765482/ ,"I do not use R myself, but I publish books written by experts in R. Springer has a specialized book series in R called \""Use R!\"" (http://www.springer.com/series/6991). We publish books on R in this series and in others. If you are based in Singapore or other parts of Southeast Asia, or in Hong Kong, South Korea, or Taiwan, and you have a book project on R, please get in contact with me.",I personally do not have a preference.,"I have done marketing for Springer's product line of R books, and I now publish books in statistics, including ones focused on R."
Singapore,10/26/2011,07/15/2013,08/14/2013,2,2,0,0,2,0,Yes,No,No,Digest,http://www.meetup.com/R-User-Group-SG/members/29109702/ ,I am beginner and just started to learn R,NA,I am very new to R but I do use SPSS and AMOS for the past few years.
Singapore,08/23/2013,08/23/2013,,0,0,0,0,0,0,Yes,No,No,Digest,http://www.meetup.com/R-User-Group-SG/members/107887622/ ,"For risk analysis, linear regression, pca and statistical / econometrics related stuff",can't recall off-hand but they are e ones linking R with Excel,as mentioned above
Singapore,03/08/2012,08/13/2013,04/04/2012,1,1,0,0,1,0,Yes,Yes,No,No,http://www.meetup.com/R-User-Group-SG/members/26982182/ ,Not using it at the moment.,Not using R at the moment.,Played with it previously.
Singapore,06/21/2011,01/10/2013,06/23/2011,1,1,0,0,1,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/7825425/ ,Anti-anti-spam reputation services data mining.,Um.,10 flight hours and half of two books.
Singapore,04/11/2013,11/08/2013,06/05/2013,2,2,0,0,2,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/88820592/ ,Optimization,,Working knowledge but not expert
Singapore,03/26/2013,04/28/2014,04/23/2014,4,3,0,1,2,0,Yes,Yes,No,Digest,http://www.meetup.com/R-User-Group-SG/members/86455862/ ,Researches,forecast,Demographic and statistical research
Singapore,02/28/2012,04/20/2014,08/14/2013,2,2,0,0,2,0,Yes,No,No,No,http://www.meetup.com/R-User-Group-SG/members/2639638/ ,Looking to use it for modelling/StatArb/Spread trading,Do not have one yet.,None.
Singapore,12/09/2011,11/15/2012,11/02/2012,10,9,0,1,9,0,Yes,No,No,Digest,http://www.meetup.com/R-User-Group-SG/members/32506562/ ,predictive modelling,gbm,2y
Singapore,10/23/2013,03/13/2014,03/12/2014,5,4,0,1,4,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/13449519/ ,"data analytic , data mining and machine learning",No idea of CRAN.,totally new in R
Singapore,01/15/2014,01/15/2014,,0,0,0,0,0,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/128250202/ ,Time-series Modeling,/,"Modeling, forecasting"
Singapore,03/10/2014,03/10/2014,03/12/2014,1,1,0,0,1,0,Yes,No,No,Yes,http://www.meetup.com/R-User-Group-SG/members/136570682/ ,Mining text files,Text mining,Still in exploration
Singapore,07/19/2013,07/19/2013,,0,0,0,0,0,0,Yes,No,No,Yes,http://www.meetup.com/R-User-Group-SG/members/102903092/ ,statistical computing,don't know yet,N.A
Singapore,12/21/2013,02/16/2014,04/23/2014,2,2,0,0,2,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/123209772/ ,Science,predict,Intermediate
Singapore,03/10/2014,03/10/2014,,0,0,0,0,0,0,Yes,Yes,No,Digest,http://www.meetup.com/R-User-Group-SG/members/121541622/ ,Data analytics,Don't know enough yet,Just starting out
Singapore,01/08/2014,05/10/2014,04/23/2014,3,3,0,0,2,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/13340854/ ,Data analysis,dunno yet,Beginner
Singapore,03/25/2012,07/19/2013,06/05/2013,3,2,0,1,2,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/42560192/ ,Used to use it for my thesis and academic courses.,NA,~ 2 years using.
Singapore,12/27/2013,02/16/2014,,0,0,0,0,0,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/2875240/ ,Data mining,Learning,Novice
Singapore,05/14/2013,08/12/2013,,0,0,0,0,0,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/93408212/ ,Nothing yet,R ;),Pretty much nonexistent :(
Singapore,03/13/2013,08/14/2013,08/14/2013,1,1,0,0,1,0,Yes,No,No,Yes,http://www.meetup.com/R-User-Group-SG/members/84638232/ ,School work,No particular one.,"Basic, only used it for assignments."
Melbourne,10/04/2011,04/21/2014,01/15/2014,6,6,0,0,6,0,Yes,No,No,Digest,http://www.meetup.com/R-User-Group-SG/members/26904232/ ,Clinical Research (Rehabilitation),rms,"newbie, i suppose?"
Singapore,01/25/2013,08/10/2013,08/14/2013,1,1,0,0,1,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/41804852/ ,Learning,Nil,Nil
Singapore,03/16/2014,03/16/2014,,0,0,0,0,0,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/10849954/ ,"I haven't, just learning",Don't know yet,Not much
Osaka,10/13/2012,04/22/2013,01/23/2013,5,5,0,0,4,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/65863632/ ,"Currently, just for my own study. I am planning to apply for my business in various ways, such as visualizing HR portfolio management.",I'm not familiar with all the variety and capability of CRAN package universe... but I would choose ggplot2 at this moment.,I'm totally a beginner to both R and statistical analysis. Plz allow me to join for my self development.
Singapore,03/23/2014,03/23/2014,,0,0,0,0,0,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/106730132/ ,"Statistical modeling, data manipulation, visualization","sqldf, ggplot, shiny, parallel",-
Singapore,08/07/2013,01/09/2014,01/15/2014,2,2,0,0,2,0,Yes,Yes,No,Digest,http://www.meetup.com/R-User-Group-SG/members/105660882/ ,"Currently, mostly for studies.",ggplot2,I'm exploring data visualisation!
Singapore,01/13/2014,02/16/2014,01/15/2014,1,1,0,0,1,0,Yes,No,No,Yes,http://www.meetup.com/R-User-Group-SG/members/127881892/ ,Data Analytics,snow,Data Analytics
Singapore,03/11/2014,05/13/2014,03/12/2014,1,1,0,0,1,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/135078762/ ,Finance,na,Beginner
Singapore,01/14/2014,02/12/2014,02/12/2014,2,2,0,0,2,0,Yes,No,No,Yes,http://www.meetup.com/R-User-Group-SG/members/128084692/ ,Now mainly for assignment.,Just begin to learn .,Beginner
Singapore,03/11/2014,05/13/2014,,1,1,0,0,0,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/136774402/ ,School work,NA,New
Singapore,06/17/2012,09/29/2013,,1,0,0,1,0,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/7615160/ ,"I'm a beginner. Not really use R for work, so I just use it for fun.",-,Very little
Singapore,02/22/2014,05/13/2014,,2,1,0,1,0,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/134424862/ ,"For school projects, data mining module",Rattle,Less than a year
Singapore,05/15/2013,07/10/2013,06/05/2013,1,1,0,0,1,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/93657002/ ,"Data Analysis assisting the Drive production, Design",newbie,newbie
Singapore,03/11/2014,05/13/2014,,1,1,0,0,0,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/115160542/ ,"For much data cleaning, descriptive statistics, data mining, basic visualizations and more...","Erm, rminer?",Only just about a year? :P But will surely use it longer than I will expect ^^
Singapore,03/11/2013,03/11/2013,,0,0,0,0,0,0,Yes,No,No,Yes,http://www.meetup.com/R-User-Group-SG/members/4888646/ ,Financial modelling,No favourites.,Novice
Singapore,01/06/2014,03/12/2014,03/12/2014,2,2,0,0,2,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/646117/ ,Data analysis,plyr,Basic
Singapore,06/18/2012,03/22/2013,03/27/2013,5,3,0,2,3,0,Yes,Yes,No,No,http://www.meetup.com/R-User-Group-SG/members/886173/ ,currently exploring,none at this point,hobbyist
Singapore,09/13/2013,09/13/2013,,0,0,0,0,0,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/33300552/ ,----,----,---
Singapore,11/27/2013,04/22/2014,04/23/2014,2,2,0,0,2,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/41690702/ ,Not yet but soon,na,beginner
